%OpenBCI Raw EEG Data
%
%Sample Rate = 200.0 Hz
%First Column = SampleIndex
%Last Column = Timestamp 
%Other Columns = EEG data in microvolts followed by Accel Data (in G) interleaved with Aux Data
0, -3919.37, -3625.12, -3668.66, -3227.41, 0.000, 0.000, 0.000, 14:07:54.406
1, -3915.29, -3651.94, -3659.44, -3173.71, 0.000, 0.000, 0.000, 14:07:54.436
2, -3723.52, -3636.51, -3572.22, -3085.91, 0.000, 0.000, 0.000, 14:07:54.436
3, -3621.99, -3583.54, -3530.59, -3038.23, 0.000, 0.000, 0.000, 14:07:54.436
4, -3872.04, -3596.31, -3637.78, -3180.29, 0.000, 0.000, 0.000, 14:07:54.436
5, -3913.39, -3643.11, -3630.76, -3145.35, 0.000, 0.000, 0.000, 14:07:54.437
6, -3682.76, -3622.98, -3558.93, -3062.89, 0.000, 0.000, 0.000, 14:07:54.437
7, -3607.16, -3567.72, -3512.63, -3049.30, 0.000, 0.000, 0.000, 14:07:54.450
8, -3892.35, -3583.22, -3634.23, -3186.42, 0.000, 0.000, 0.000, 14:07:54.450
9, -3890.19, -3633.21, -3637.77, -3150.98, 0.000, 0.000, 0.000, 14:07:54.465
10, -3680.73, -3615.07, -3550.83, -3054.36, 0.000, 0.000, 0.000, 14:07:54.465
11, -3590.31, -3554.61, -3491.20, -3013.82, 0.000, 0.000, 0.000, 14:07:54.466
12, -3845.36, -3564.59, -3609.88, -3131.85, 0.000, 0.000, 0.000, 14:07:54.466
13, -3855.96, -3623.19, -3606.67, -3145.19, 0.000, 0.000, 0.000, 14:07:54.480
14, -3645.57, -3608.89, -3546.02, -3039.18, 0.000, 0.000, 0.000, 14:07:54.480
15, -3617.33, -3544.44, -3490.06, -3018.15, 0.000, 0.000, 0.000, 14:07:54.494
16, -3866.10, -3564.15, -3609.03, -3153.94, 0.000, 0.000, 0.000, 14:07:54.495
17, -3848.52, -3614.01, -3618.81, -3127.18, 0.000, 0.000, 0.000, 14:07:54.495
18, -3668.46, -3602.37, -3526.29, -3031.34, 0.000, 0.000, 0.000, 14:07:54.495
19, -3594.34, -3556.84, -3492.28, -3024.84, 0.000, 0.000, 0.000, 14:07:54.510
20, -3898.38, -3572.13, -3601.43, -3153.73, 0.000, 0.000, 0.000, 14:07:54.510
21, -3778.65, -3597.77, -3585.48, -3107.81, 0.000, 0.000, 0.000, 14:07:54.525
22, -3653.20, -3598.10, -3529.46, -3023.74, 0.000, 0.000, 0.000, 14:07:54.525
23, -3609.06, -3548.51, -3490.87, -3007.55, 0.000, 0.000, 0.000, 14:07:54.540
24, -3861.43, -3553.24, -3587.71, -3158.41, 0.000, 0.000, 0.000, 14:07:54.540
25, -3884.95, -3611.49, -3607.86, -3143.20, 0.000, 0.000, 0.000, 14:07:54.541
26, -3634.83, -3599.14, -3517.01, -3042.87, 0.000, 0.000, 0.000, 14:07:54.541
27, -3576.87, -3533.01, -3465.74, -3006.34, 0.000, 0.000, 0.000, 14:07:54.555
28, -3818.71, -3553.68, -3593.82, -3128.60, 0.000, 0.000, 0.000, 14:07:54.555
29, -3851.51, -3603.17, -3606.42, -3136.52, 0.000, 0.000, 0.000, 14:07:54.556
30, -3642.56, -3593.63, -3514.38, -3016.85, 0.000, 0.000, 0.000, 14:07:54.556
31, -3600.28, -3543.77, -3480.64, -2998.62, 0.000, 0.000, 0.000, 14:07:54.571
32, -3828.37, -3557.12, -3586.72, -3137.97, 0.000, 0.000, 0.000, 14:07:54.571
33, -3842.55, -3609.64, -3595.72, -3146.58, 0.000, 0.000, 0.000, 14:07:54.586
34, -3682.05, -3600.76, -3524.12, -3055.32, 0.000, 0.000, 0.000, 14:07:54.586
35, -3564.95, -3545.18, -3481.63, -3012.08, 0.000, 0.000, 0.000, 14:07:54.586
36, -3836.78, -3555.66, -3585.64, -3133.08, 0.000, 0.000, 0.000, 14:07:54.586
37, -3845.88, -3610.52, -3594.52, -3124.68, 0.000, 0.000, 0.000, 14:07:54.601
38, -3678.44, -3599.52, -3522.51, -3024.09, 0.000, 0.000, 0.000, 14:07:54.601
39, -3589.62, -3533.56, -3480.81, -3005.79, 0.000, 0.000, 0.000, 14:07:54.615
40, -3845.91, -3553.88, -3591.90, -3131.80, 0.000, 0.000, 0.000, 14:07:54.616
41, -3840.69, -3597.85, -3598.22, -3122.20, 0.000, 0.000, 0.000, 14:07:54.623
42, -3654.89, -3594.93, -3506.52, -3025.44, 0.000, 0.000, 0.000, 14:07:54.623
43, -3577.42, -3541.96, -3468.43, -3024.70, 0.000, 0.000, 0.000, 14:07:54.645
44, -3842.11, -3543.64, -3576.55, -3152.43, 0.000, 0.000, 0.000, 14:07:54.645
45, -3855.17, -3605.44, -3597.48, -3116.95, 0.000, 0.000, 0.000, 14:07:54.646
46, -3663.86, -3594.11, -3527.64, -3026.67, 0.000, 0.000, 0.000, 14:07:54.646
47, -3577.13, -3547.52, -3490.23, -3016.52, 0.000, 0.000, 0.000, 14:07:54.660
48, -3814.65, -3546.73, -3577.29, -3155.44, 0.000, 0.000, 0.000, 14:07:54.660
49, -3845.43, -3612.32, -3593.26, -3126.39, 0.000, 0.000, 0.000, 14:07:54.660
50, -3661.58, -3592.64, -3514.54, -3016.33, 0.000, 0.000, 0.000, 14:07:54.660
51, -3573.48, -3548.94, -3480.57, -3015.54, 0.000, 0.000, 0.000, 14:07:54.690
52, -3842.58, -3563.35, -3598.00, -3139.62, 0.000, 0.000, 0.000, 14:07:54.690
53, -3869.04, -3599.87, -3586.67, -3103.17, 0.000, 0.000, 0.000, 14:07:54.691
54, -3659.01, -3593.68, -3518.89, -3012.30, 0.000, 0.000, 0.000, 14:07:54.691
55, -3582.21, -3542.52, -3476.90, -3008.52, 0.000, 0.000, 0.000, 14:07:54.692
